name;professor;contentReview;teachingReview;contentGrade;teachingGrade;average;trimester;day;time;round;bet;year;upvotes;author
Négociation Commerciale (Allemand);Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;3;6;T3;Lundi / Monday;13h15-16h15;1er tour;3;2013/2014;0;Kalypso
Négociation Commerciale (Allemand);Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;6;4;5;T3;Lundi / Monday;13h15-16h15;2ème tour;2;2013/2014;0;Kalypso
Négociation Commerciale (Allemand);Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;10;0;5;T3;Lundi / Monday;13h15-16h15;1er tour;1;2013/2014;0;Kalypso
Négociation Commerciale (Allemand);Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;4;5;4,5;T3;Lundi / Monday;13h15-16h15;2ème tour;19;2013/2014;0;Kalypso
Négociation, démocratie locale;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;7;6;6,5;T3;Mardi / Tuesday;13h15-16h15;3ème tour;0;2013/2014;0;Kalypso
Négociation, démocratie locale;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;7;6;6,5;T3;Mardi / Tuesday;13h15-16h15;2ème tour;2;2013/2014;0;Kalypso
Négociation, démocratie locale;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;6;7;6,5;T3;Mardi / Tuesday;13h15-16h15;2ème tour;19;2013/2014;0;Kalypso
Négociation, démocratie locale;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;7;3;5;T3;Mardi / Tuesday;13h15-16h15;1er tour;33;2013/2014;0;Kalypso
Negotiating in English;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;8;5,5;T3;Jeudi / Thursday;16h30-19h30;3ème tour;0;2013/2014;0;Kalypso
Negotiation Workshop;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;7;0;3,5;T3;Mardi / Tuesday;9h-12h;1er tour;64;2013/2014;0;Kalypso
Negotiation Workshop;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;8;5,5;T3;Mardi / Tuesday;9h-12h;1er tour;25;2013/2014;0;Kalypso
Options;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;7;5;T3;Mercredi / Wednesday;13h15-16h15;NC;31;2013/2014;0;Kalypso
Options;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;8;0;4;T3;Mercredi / Wednesday;13h15-16h15;1er tour;39;2013/2014;0;Kalypso
Options;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;5;0;2,5;T3;Mercredi / Wednesday;13h15-16h15;1er tour;1;2013/2014;0;Kalypso
Options;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;3;3;T3;Mercredi / Wednesday;13h15-16h15;1er tour;3;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;9;9;T3;Jeudi / Thursday;13h15-16h15;1er tour;31;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;3;4;3,5;T3;Jeudi / Thursday;13h15-16h15;1er tour;25;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;6;7,5;T3;Lundi / Monday;13h15-16h15;1er tour;23;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;9;1;5;T3;Lundi / Monday;13h15-16h15;1er tour;36;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;8;5;6,5;T3;Lundi / Monday;13h15-16h15;NC;31;2013/2014;0;Kalypso
Organization Theory & Behaviour;Aenean sed;Lorem ipsum dolor sit amet, consectetur adipiscing elit. Etiam consectetur rutrum urna, eget auctor felis elementum id. Praesent molestie egestas metus, molestie finibus neque consequat quis. Maecenas eu hendrerit mauris. Sed efficitur dui nunc, condimentum porttitor velit rutrum ut. Duis diam arcu, pretium sit amet egestas quis, ullamcorper a neque. Proin mattis porttitor turpis non porttitor. Pellentesque id quam malesuada, egestas mi eget, vehicula libero. Fusce quis lorem libero.;In in ipsum odio. Nulla sodales nulla vel vulputate lobortis. Curabitur ut posuere mauris, et hendrerit sem. Suspendisse in magna ultricies, dapibus lacus non, sodales erat. Nullam condimentum lacus ut libero vestibulum laoreet. Morbi vitae mi eget massa mattis sagittis. Curabitur quam augue, rutrum ut mi non, viverra accumsan metus. Mauris eleifend, justo non porta luctus, purus leo consectetur erat, sit amet accumsan ipsum velit non nisi. Fusce pharetra blandit est eget pretium. Cras tempor sem quis sagittis auctor. Curabitur vulputate nisl augue, sit amet blandit lectus dictum vel. Ut suscipit accumsan nulla vel fermentum. Vestibulum nec vestibulum lacus. Pellentesque at justo et nisi tincidunt interdum maximus et tellus. Cras ac risus vel dolor suscipit scelerisque.;1;0;0,5;T3;Vendredi / Friday;9h-12h;2ème tour;36;2013/2014;0;Kalypso
